ACCESSION	CLADE	GROUP.NUM	GROUP.ROW	CATEGORY	ROWTYPE	SOURCE	COUNTRY	LATTITUDE	LONGTITUDE	"PCoA, Axis 1"	"PCoA, Axis 2"	"PCoA, Axis 3"	CLADE.OLD	VARIETY	OTHER.ACC	HABIT
WB-508	6	4	Landrace 6-row	Landrace	6	WHEALBI agriocr ?	China (Tibet)	29.650	91.100	0.0044054	-0.015996	-0.013674	5		HID380	facultative
WB-509	5	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	31.770	35.050	0.016524	0.0092336	-0.0035769	4		HID386	
WB-51	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Greece	36.842	22.400	-0.012677	0.007066	-0.00087263	1			
WB-510	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.011098	0.0017086	0.0055939	1		Barke	Spring
WB-511	8	5	Spontaneum	Spontaneum	Spont	WHEALBI Spont	Israel	32.752	35.669	0.013372	0.007919	-0.008175	9		ISR42-8	
WB-512	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.01081	0.0016213	0.0026259	1		Scarlett	
WB-52	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	9.030	38.740	-0.0061667	-0.0079147	-0.0046571	1			
WB-53	1	2	Cultivar 6-row	Cultivar	6	WHEALBI Cultivar	New Zealand	-44.397	171.255	-0.012804	0.0063308	0.00049416	1			
WB-54	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.000	40.333	-0.0047403	-0.0085219	-0.0039296	1			
WB-55	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	9.030	38.740	-0.0074569	-0.0084639	-0.0047727	1			
WB-56	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	9.030	38.740	-0.0064047	-0.00946	-0.0055236	1			
WB-58	6	4	Landrace 6-row	Landrace	6	WHEALBI Cultivar	China	30.573	104.067	-0.0030117	-0.00535	-0.0053357	5	Fong-tien		
WB-59	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace/cultivar?	China	29.567	106.583	0.0037091	-0.02036	-0.011119	5	Nigrate		
WB-6	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	United Kingdom	56.300	-3.700	-0.0097134	0.0033713	0.0019503	1			
WB-60	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	India	28.670	77.220	0.0016571	-0.017225	-0.012465	5			
WB-61	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	India	28.670	77.220	-0.0011036	-0.015938	-0.010988	5			
WB-62	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Landrace/cultivar?	Israel	31.779	35.224	-0.0079889	0.0027384	-0.0016776	1			
WB-64	2	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Algeria	36.650	3.250	-0.0082141	0.00025661	-0.001596	2			
WB-65	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	34.250	-6.480	-0.0083789	0.0057122	-0.00071026	1			
WB-66	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	34.250	-6.480	-0.010596	0.0061614	0.00039241	1			
WB-67	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	34.250	-6.480	-0.0099087	0.0070186	-0.00054163	1			
WB-68	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Algeria	36.650	3.250	-0.011683	0.0029499	0.0017115	1			
WB-69	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Morocco	34.250	-6.480	-0.0076168	0.0035351	-0.00030668	1			
WB-70	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Tunisia	36.610	10.170	-0.0084015	0.0070133	0.00045393	1			
WB-71	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Tunisia	36.610	10.170	-0.0085584	0.0067421	0.0012643	1			
WB-72	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Tunisia	36.610	10.170	-0.010216	0.0069672	-0.00078044	1			
WB-73	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	11.831	39.600	-0.0069922	-0.0080275	-0.003983	1			
WB-74	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	12.595	39.540	-0.0050363	-0.0088554	-0.0057497	1			
WB-75	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	8.983	37.848	-0.0054298	-0.007511	-0.003203	1			
WB-76	10	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	9.144	39.036	-0.0023511	0.0059982	-0.000165	10			
WB-77	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.017	38.733	-0.0034031	-0.0080985	-0.0041068	1			
WB-78	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.017	38.733	-0.0031942	-0.006662	-0.0038401	1			
WB-79	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	8.767	38.933	-0.010515	-0.00058801	-0.0027128	1			
WB-8	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.012827	0.0022907	0.0012741	1			
WB-80	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	9.030	38.740	-0.0076825	0.0018227	0.000428	1			
WB-81	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.000	40.333	-0.0045324	-0.0080006	-0.0034756	1			
WB-82	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	7.500	37.800	-0.006854	-0.0078034	-0.0044946	1			
WB-83	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	6.250	38.680	-0.006831	-0.0085176	-0.0044258	1			
WB-84	6	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Ethiopia	6.250	38.680	-0.0059487	-0.0021058	-0.0080487	5			
WB-85	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Egypt	30.230	31.230	-0.0093492	-0.0013576	0.0039533	1			
WB-86	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.030	38.740	-0.004024	-0.007506	-0.0045479	1			
WB-87	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.030	38.740	-0.0034098	-0.0072173	-0.0036656	1			
WB-89	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Libya	32.480	21.126	-0.01216	0.0017112	0.0010578	1			
WB-9	1	1	Cultivar 2-row	Cultivar	2	WHEALBI Cultivar	Germany	48.500	11.400	-0.01257	0.0022784	0.0012529	1			
WB-90	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Libya	32.480	21.126	-0.012125	-0.00080069	0.0040456	1			
WB-92	10	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Syria	35.900	39.020	-0.0024566	0.0051881	-0.0022048	10			
WB-93	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.000	40.333	-0.0043068	-0.0081765	-0.0041054	1			
WB-94	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	31.742	-7.093	-0.010416	0.005785	-0.000019704	1			
WB-95	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	31.742	-7.093	-0.010996	0.0041653	-0.0018355	1			
WB-96	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	31.742	-7.093	-0.0093515	0.0042053	0.0012115	1			
WB-97	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	31.742	-7.093	-0.0099368	0.0047199	-0.00076421	1			
WB-98	1	4	Landrace 6-row	Landrace	6	WHEALBI Landrace	Morocco	31.742	-7.093	-0.012778	0.005889	-0.00080439	1			
WB-99	1	3	Landrace 2-row	Landrace	2	WHEALBI Landrace	Ethiopia	9.017	38.733	-0.0067987	-0.001756	0.0016537	1			
WBDC_007	9	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	32.330	35.920	0.011944	-0.011655	-0.0018942	11			
WBDC_012	10	5	Spontaneum	Spontaneum	Spont	WBDC	Afghanistan	36.280	64.860	0.014332	0.0017558	0.0026448	10			
WBDC_019	10	5	Spontaneum	Spontaneum	Spont	WBDC	Iran	36.750	45.720	0.016461	0.0092093	-0.0046006	10			
WBDC_029	4	5	Spontaneum	Spontaneum	Spont	WBDC	Israel	31.580	34.630	0.01265	0.010468	-0.0075905	3			
WBDC_030	9	5	Spontaneum	Spontaneum	Spont	WBDC	Israel	33.080	35.180	0.0188	0.014436	-0.0074928	11			
WBDC_032	5	5	Spontaneum	Spontaneum	Spont	WBDC	Israel	33.000	35.130	0.017106	0.011577	-0.014425	4			
WBDC_051	4	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	34.760	39.030	0.018849	-0.0061931	0.016101	3			
WBDC_097	10	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	31.280	35.830	0.017863	0.0033711	-0.00046909	10			
WBDC_123	3	5	Spontaneum	Spontaneum	Spont	WBDC	Iran	36.420	58.470	0.014938	-0.0092456	0.012196	3			
WBDC_128	10	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	33.840	36.170	0.013299	0.0035188	-0.0011094	10			
WBDC_132	10	5	Spontaneum	Spontaneum	Spont	WBDC	Lebanon	33.470	35.870	0.016562	0.0027444	0.0018028	10			
WBDC_140	10	5	Spontaneum	Spontaneum	Spont	WBDC	Lebanon	34.200	36.080	0.01369	0.0041614	-0.0018436	10			
WBDC_149	3	5	Spontaneum	Spontaneum	Spont	WBDC	Iran	38.080	45.000	0.014599	-0.0071346	0.012811	3			
WBDC_169	10	5	Spontaneum	Spontaneum	Spont	WBDC	Lebanon	33.500	35.780	0.013523	0.0057827	-0.00592	10			
WBDC_170	10	5	Spontaneum	Spontaneum	Spont	WBDC	Lebanon	33.630	35.950	0.01602	0.0042836	-0.00074253	10			
WBDC_195	10	5	Spontaneum	Spontaneum	Spont	WBDC	Turkey	36.810	37.220	0.017361	0.0045295	-0.0022339	10			
WBDC_196	10	5	Spontaneum	Spontaneum	Spont	WBDC	Turkey	36.990	36.930	0.018104	0.0011339	0.0068445	10			
WBDC_204	8	5	Spontaneum	Spontaneum	Spont	WBDC	Turkmenistan	38.580	57.120	0.01357	-0.006565	-0.0053862	8			
WBDC_207	8	5	Spontaneum	Spontaneum	Spont	WBDC	Uzbekistan	40.340	71.180	0.019998	-0.007989	0.014055	8			
WBDC_210	8	5	Spontaneum	Spontaneum	Spont	WBDC	Uzbekistan	39.930	67.680	0.021819	-0.010874	0.016559	8			
WBDC_212	3	5	Spontaneum	Spontaneum	Spont	WBDC	Uzbekistan	40.010	67.090	0.020505	-0.0054636	0.017956	3			
WBDC_213	8	5	Spontaneum	Spontaneum	Spont	WBDC	Uzbekistan	39.550	66.560	0.018808	-0.0087352	0.0096886	8			
WBDC_216	8	5	Spontaneum	Spontaneum	Spont	WBDC	Turkmenistan	38.730	56.850	0.018907	-0.0083851	0.0098383	8			
WBDC_220	3	5	Spontaneum	Spontaneum	Spont	WBDC	Kazakhstan	42.420	69.700	0.017797	-0.0096359	0.015807	3			
WBDC_225	3	5	Spontaneum	Spontaneum	Spont	WBDC	Tajikistan	40.120	69.200	0.018402	-0.0099722	0.016942	3			
WBDC_228	3	5	Spontaneum	Spontaneum	Spont	WBDC	Azerbaijan	40.490	49.190	0.016507	-0.0073986	0.011719	3			
WBDC_229	4	5	Spontaneum	Spontaneum	Spont	WBDC	Azerbaijan	40.530	48.890	0.0083798	-0.001513	0.004623	3			
WBDC_231	4	5	Spontaneum	Spontaneum	Spont	WBDC	Azerbaijan	40.710	48.800	0.008825	-0.0002625	0.0048614	3			
WBDC_233	3	5	Spontaneum	Spontaneum	Spont	WBDC	Afghanistan	35.930	68.700	0.02163	-0.0083957	0.017355	3			
WBDC_236	10	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	31.600	35.620	0.019241	0.0084483	0.00090721	10			
WBDC_237	10	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	31.530	35.620	0.016715	0.0056573	-0.00062422	10			
WBDC_257	8	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	31.180	35.700	0.010471	0.0026055	-0.0046832	8			
WBDC_260	9	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	30.500	35.500	0.010537	0.0017603	-0.0056808	11			
WBDC_265	8	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	30.930	35.670	0.0092305	0.0055623	-0.005703	8			
WBDC_268	4	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	31.750	36.760	0.015529	-0.0078071	0.014364	3			
WBDC_269	9	5	Spontaneum	Spontaneum	Spont	WBDC	Lebanon	33.420	35.870	0.015759	0.0054404	-0.0043771	11			
WBDC_274	10	5	Spontaneum	Spontaneum	Spont	WBDC	Israel	30.870	34.770	0.015278	0.0073819	-0.0063978	10			
WBDC_285	10	5	Spontaneum	Spontaneum	Spont	WBDC	Israel	32.980	35.450	0.016304	0.0043715	0.00032882	10			
WBDC_286	8	5	Spontaneum	Spontaneum	Spont	WBDC	Israel	32.970	35.470	0.014988	0.0098887	-0.0053405	9			
WBDC_297	3	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	37.060	41.750	0.019874	-0.0088371	0.0206	3			
WBDC_300	10	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	36.370	36.860	0.015009	0.0027651	0.0034693	10			
WBDC_315	3	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	34.940	36.850	0.015481	0.0041399	0.0037112	3			
WBDC_317	10	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	35.520	38.760	0.022082	-0.008588	0.019076	10			
WBDC_318	10	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	32.600	36.740	0.012834	0.0036628	0.0035635	10			
WBDC_324	8	5	Spontaneum	Spontaneum	Spont	WBDC	Turkmenistan	35.830	61.460	0.011782	-0.010101	0.00050757	8			
WBDC_326	8	5	Spontaneum	Spontaneum	Spont	WBDC	Turkmenistan	37.720	58.600	0.015895	-0.0084798	0.0062392	8			
WBDC_332	3	5	Spontaneum	Spontaneum	Spont	WBDC	Turkmenistan	38.430	56.420	0.021057	-0.0062204	0.018326	3			
WBDC_333	8	5	Spontaneum	Spontaneum	Spont	WBDC	Turkmenistan	38.410	56.490	0.015669	-0.0087373	-0.0046295	8			
WBDC_336	3	5	Spontaneum	Spontaneum	Spont	WBDC	Turkmenistan	38.420	56.680	0.021654	-0.0084742	0.017303	3			
WBDC_338	10	5	Spontaneum	Spontaneum	Spont	WBDC	Turkey	37.270	37.540	0.019481	0.0038116	0.0098855	10			
WBDC001	10	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	36.220	36.700	0.014181	0.0041103	0.0025726	10			
WBDC002	9	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	35.710	37.440	0.020157	-0.005479	0.010231	11			
WBDC004	3	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	35.970	36.540	0.023288	-0.0070032	0.019569	3			
WBDC006	5	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	32.300	36.170	0.016847	0.012901	-0.0099115	4			
WBDC008	9	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	32.670	35.620	0.012422	0.0090585	-0.0087185	11			
WBDC009	3	5	Spontaneum	Spontaneum	Spont	WBDC	Jordan	31.530	35.750	0.019712	-0.0085774	0.022424	3			
WBDC010	3	5	Spontaneum	Spontaneum	Spont	WBDC	Afghanistan	36.670	65.730	0.017927	-0.0062505	0.014768	3			
WBDC018	4	5	Spontaneum	Spontaneum	Spont	WBDC	Afghanistan	34.980	63.120	0.014866	-0.0060531	0.013936	3			
WBDC020	8	5	Spontaneum	Spontaneum	Spont	WBDC	Turkey	36.850	40.030	0.010848	-0.010488	0.0017204	8			
WBDC022	10	5	Spontaneum	Spontaneum	Spont	WBDC	Turkey	39.780	30.520	0.016196	0.0039805	0.00085182	10			
WBDC061	10	5	Spontaneum	Spontaneum	Spont	WBDC	Syria	36.157	36.600	0.016822	0.0056914	0.0020112	10			
